model,brand,firm,year,configdeschref,rating,price,price_adj,configuration,period,drive,body,engine_sm,acceleration,clearance,maxspeed,country,seats,size,wheelbase,weight,fuelcons_city,fuelcons_rural,fuelcons_mix,ac,month_start,month_end,year_start,year_end,drive1,drive2,body1,body2,body3,body4,body_SUV,body_hatch,transmission,extra,engine,russia_prod,russia_prod_alt,length,width,height,fuelcons,trunk,horsepower,size2,gen,restyle,russia,months_sold,mainid,quantity,model_orig,brand_orig,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,europe,japan,usa,korea,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,tariff_sh,tax_var,euro,price_euro,tax_fixed,tariff_min,share,sumshare,outshare,logshare,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,alpha,a,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup_pure,mc,margins,lnmc
Logan,Renault,Renault Group,2016,https://www.drom.ru/catalog/renault/logan/67084/,7.8000002,409,309.68692,1.4 MT Authentique,сентябрь 2009 - июнь 2016,Передний,Седан,1390,13,155,162,Россия,4,4288 x 1740 x 1534,2630,975,9.3999996,5.5,"6,9",0,9,6,2009,2016,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4288,1740,1534,6.9,510,75,7.4611201,1,1,1,6,62,29565,Logan,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,6101.2998,0,0,.0069918851,.20098341,.79901659,-4.7386317,42.099998,17.700001,22.999998,2711,1098,1538,184.89999,82.599998,95.399994,4445,1978,2312,11895,4578,6807,-.00080897001,1,-4.2518778,-.24877577,11,.0069918851,309.68692,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-2.5044855e-08,-2.3925240e-08,-5.8858021e-08,5.6166778e-06,-3.8199325e-08,-3.6483115e-08,-7.3803598e-08,-1.1734684e-07,-2.8066612e-08,-3.9248043e-08,-2.3479803e-08,-2.6676789e-08,0,0,0,0,0,0,1364.1251,-1054.4382,4.4048524,
Sandero,Renault,Renault Group,2016,https://www.drom.ru/catalog/renault/sandero/77304/,8,534,404.33447,1.6 MT Access,сентябрь 2014 -,Передний,Хэтчбек,1598,11.9,155,172,Россия,5,4080 x 1733 x 1523,2589,1078,9.8000002,5.8000002,"7,2",0,9,,2014,,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4080,1733,1523,7.2,320,82,7.0706401,2,,1,12,67,28557,Sandero,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,7966,0,0,.006753501,.20098341,.79901659,-4.7733207,42.099998,17.5,22.999998,2711,1091,1538,184.89999,82.300003,95.399994,4445,1978,2312,11895,4768,6807,-.00080897001,1,-4.328445,-.32488543,12,.006753501,404.33447,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-2.4190966e-08,-2.3109525e-08,-5.6851292e-08,-3.8199325e-08,5.4264829e-06,-3.5239246e-08,-7.1287310e-08,-1.1334598e-07,-2.7109698e-08,-3.7909903e-08,-2.2679274e-08,-2.5767260e-08,0,0,0,0,0,0,1364.1251,-959.79065,3.3737543,
4x4 2121 Нива,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/2121_4x4_niva/104776/,7.3000002,465.7,352.61902,Стандарт 21214-50-099,март 2016 - сентябрь 2016,Полный (4WD),SUV,1690,17,205,142,Россия,3,3740 x 1680 x 1640,2200,1285,12.1,8.3000002,"9,9",0,3,9,2016,2016,0,1,1,0,0,0,1,0,0,1,1.7,1,1,3740,1680,1640,9.9,265,83,6.2831998,1,,1,7,98,27274,4x4,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,6947.1279,0,0,.0064500817,.20098341,.79901659,-4.8192887,42.099998,17.4,22.999998,2711,1090,1538,184.89999,79.599998,95.399994,4445,1928,2312,11895,4823,6807,-.00080897001,1,-4.2866087,-.28341827,13,.0064500817,352.61902,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-2.3104121e-08,-2.2071266e-08,-5.4297093e-08,-3.6483115e-08,-3.5239246e-08,5.1842667e-06,-6.8084539e-08,-1.0825360e-07,-2.5891721e-08,-3.6206700e-08,-2.1660346e-08,-2.4609596e-08,0,0,0,0,0,0,1364.1251,-1011.5061,3.8685522,
Веста,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/vesta/91432/,8.3999996,569.9,431.51727,1.6 MT Classic,январь 2016 - декабрь 2017,Передний,Седан,1596,11.8,178,178,Россия,4,4410 x 1764 x 1497,2635,1230,9.3000002,5.5,"6,9",0,1,12,2016,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4410,1764,1497,6.9,480,106,7.7792401,1,,1,12,100,55174,Vesta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,8501.542,0,0,.013048207,.20098341,.79901659,-4.1147308,42.099998,17.5,22.999998,2711,1067,1538,184.89999,82.599998,95.399994,4445,1955,2312,11895,4608,6807,-.00080897001,1,-4.3504348,-.3445296,14,.013048207,431.51727,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-4.6738535e-08,-4.4649116e-08,-1.0984043e-07,-7.3803598e-08,-7.1287310e-08,-6.8084539e-08,.000010417876,-2.1899186e-07,-5.2377715e-08,-7.3244422e-08,-4.3817845e-08,-4.9784038e-08,0,0,0,0,0,0,1364.1251,-932.60785,3.1612294,
Гранта,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/granta/89786/,7.8000002,389.9,295.22476,1.6 MT Стандарт,ноябрь 2015 - май 2017,Передний,Седан,1596,12.2,160,167,Россия,4,4260 x 1700 x 1500,2476,1160,9,5.8000002,"7,0",0,11,5,2015,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4260,1700,1500,7,520,87,7.2420001,1,,1,12,105,87726,Granta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,5816.3735,0,0,.020746494,.20098341,.79901659,-3.6510046,42.099998,17.5,22.999998,2711,1086,1538,184.89999,82.5,95.399994,4445,1973,2312,11895,4568,6807,-.00080897001,1,-4.2401786,-.23387313,15,.020746494,295.22476,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-7.4313711e-08,-7.0991561e-08,-1.7464497e-07,-1.1734684e-07,-1.1334598e-07,-1.0825360e-07,-2.1899186e-07,.000016435097,-8.3279943e-08,-1.1645776e-07,-6.9669852e-08,-7.9156024e-08,0,0,0,0,0,0,1364.1251,-1068.9004,4.6206326,
Калина,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/kalina/89822/,7.5999999,439.9,333.08377,1.6 MT Стандарт,ноябрь 2015 - май 2017,Передний,Хэтчбек,1596,12.2,160,168,Россия,5,3893 x 1700 x 1500,2476,1160,9,5.8000002,"7,0",0,11,5,2015,2017,1,0,0,0,0,1,0,1,0,0,1.6,1,1,3893,1700,1500,7,240,87,6.6181002,2,,1,12,110,20982,Kalina,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,6562.2539,0,0,.0049620746,.20098341,.79901659,-5.0815578,42.099998,17.5,22.999998,2711,1086,1538,184.89999,82.5,95.399994,4445,1973,2312,11895,4848,6807,-.00080897001,1,-4.2708054,-.26811773,16,.0049620746,333.08377,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-1.7774097e-08,-1.6979516e-08,-4.1770978e-08,-2.8066612e-08,-2.7109698e-08,-2.5891721e-08,-5.2377715e-08,-8.3279943e-08,3.9942511e-06,-2.7853963e-08,-1.6663394e-08,-1.8932264e-08,0,0,0,0,0,0,1364.125,-1031.0413,4.0954413,
Ларгус,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/largus/89974/,8.1999998,554.9,420.15958,Standard 5 мест,ноябрь 2015 -,Передний,Универсал,1596,14.4,145,158,Россия,5,4470 x 1750 x 1670,2905,1260,10.6,6.6999998,"8,2",0,11,,2015,,1,0,0,0,1,0,0,1,0,0,1.6,1,1,4470,1750,1670,8.199999999999999,560,87,7.8225002,1,,1,12,115,29341,Largus,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,8277.7783,0,0,.0069389106,.20098341,.79901659,-4.7462368,42.099998,17.5,22.999998,2711,1086,1538,184.89999,81.300003,95.399994,4445,1988,2312,11895,4528,6807,-.00080897001,1,-4.3412471,-.33753797,17,.0069389106,420.15958,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-2.4855101e-08,-2.3743970e-08,-5.8412077e-08,-3.9248043e-08,-3.7909903e-08,-3.6206700e-08,-7.3244422e-08,-1.1645776e-07,-2.7853963e-08,5.5744199e-06,-2.3301906e-08,-2.6474671e-08,0,0,0,0,0,0,1364.1251,-943.96558,3.2466834,
Приора,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/priora/92266/,7.9000001,424.9,321.72604,Стандарт 21702-40-050,январь 2016 -,Передний,Седан,1596,12.5,165,176,Россия,4,4350 x 1680 x 1420,2492,1185,,,"7,3",0,1,,2016,,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4350,1680,1420,7.3,430,87,7.3080001,1,1,1,12,120,17553,Priora,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,6338.4897,0,0,.0041511436,.20098341,.79901659,-5.2599978,42.099998,17.5,22.999998,2711,1086,1538,184.89999,82.199997,95.399994,4445,1968,2312,11895,4658,6807,-.00080897001,1,-4.2616172,-.25918633,18,.0041511436,321.72604,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-1.4869350e-08,-1.4204626e-08,-3.4944524e-08,-2.3479803e-08,-2.2679274e-08,-2.1660346e-08,-4.3817845e-08,-6.9669852e-08,-1.6663394e-08,-2.3301906e-08,3.3442104e-06,-1.5838244e-08,0,0,0,0,0,0,1364.1251,-1042.399,4.2400208,
Х-рей,Лада,Renault Group,2016,https://www.drom.ru/catalog/lada/xray/129421/,8.1999998,599.9,454.23267,1.6 МТ Optima,март 2016 - июнь 2017,Передний,Хэтчбек,1596,11.4,195,176,Россия,5,4165 x 1764 x 1570,2592,1190,9.3000002,5.9000001,"7,2",1,3,6,2016,2017,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4165,1764,1570,7.2,361,106,7.3470602,1,,1,10,122,19943,XRAY,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,67.034897,8949.0703,0,0,.0047163591,.20098341,.79901659,-5.1323447,42.099998,17.5,22.999998,2711,1067,1538,184.89999,82.300003,95.399994,4445,1938,2312,11895,4727,6807,-.00080897001,1,-4.3688111,-.36572751,19,.0047163591,454.23267,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,-1.6893946e-08,-1.6138713e-08,-3.9702535e-08,-2.6676789e-08,-2.5767260e-08,-2.4609596e-08,-4.9784038e-08,-7.9156024e-08,-1.8932264e-08,-2.6474671e-08,-1.5838244e-08,3.7973982e-06,0,0,0,0,0,0,1364.1251,-909.89246,3.0031419,
Camry,Toyota,Toyota Group,2016,https://www.drom.ru/catalog/toyota/camry/77603/,8.6000004,1407,1065.3533,2.0 AT Стандарт,ноябрь 2014 - апрель 2017,Передний,Седан,1998,10.4,160,210,Россия,4,4850 x 1825 x 1480,2775,1540,10,5.5999999,"7,2",1,11,4,2014,2017,1,0,0,1,0,0,0,0,1,1,2,1,1,4850,1825,1480,7.2,506,150,8.8512497,8,1,1,12,80,28063,Camry,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,67.034897,20989.068,0,0,.0066366741,.20098341,.79901659,-4.790771,42.099998,2,38.099998,2711,146,2415,184.89999,7.6999998,170,4445,197,4088,11895,577,10812,-.00080897001,1,-4.8631892,-.8561191,20,.0066366741,1065.3533,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3332387e-06,-3.8856466e-08,0,0,0,0,1251.7169,-186.36365,1.1749313,
RAV4,Toyota,Toyota Group,2016,https://www.drom.ru/catalog/toyota/rav4/88802/,8.5,1493,1130.4707,2.0 MT 2WD Стандарт,октябрь 2015 - декабрь 2016,Передний,SUV,1986,10.2,197,180,"Россия, Япония",5,4605 x 1845 x 1670,2660,1555,7.6999998,6.4000001,"7,7",1,10,12,2015,2016,1,0,1,0,0,0,1,0,0,0,2,1,0,4605,1845,1670,7.7,577,146,8.4962254,4,1,0,12,87,30603,RAV 4,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,.25,373250,67.034897,22271.982,0,0,.0072373636,.20098341,.79901659,-4.7041249,42.099998,2,38.099998,2711,150,2415,184.89999,7.1999998,170,4445,160,4088,11895,506,10812,-.00080897001,1,-4.9158673,-.90789819,21,.0057898909,904.37659,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8856466e-08,5.8124365e-06,0,0,0,0,1004.489,-100.11237,.88855815,
Octavia,Skoda,Volkswagen AG,2016,https://www.drom.ru/catalog/skoda/octavia/84619/,8.6999998,887,671.61926,1.6 MPI MT Active,июнь 2015 - июнь 2016,Передний,Хэтчбек,1598,10.6,155,192,Россия,5,4659 x 1814 x 1461,2680,1225,8.5,5.1999998,"6,4",0,6,6,2015,2016,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4659,1814,1461,6.4,568,110,8.4514256,3,,1,6,72,21759,Octavia A7,Škoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,13231.914,0,0,.0051458287,.20098341,.79901659,-5.0451951,42.099998,3.2000003,37.299999,2711,180,2421,184.89999,11.6,166.89999,4445,333,3957,11895,990,10337,-.00080897001,1,-4.5446701,-.54052401,22,.0051458287,671.61926,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1414000e-06,-2.5528388e-08,-4.6961365e-08,0,1264.67,-593.05078,1.8830163,
Rapid,Skoda,Volkswagen AG,2016,https://www.drom.ru/catalog/skoda/rapid/85135/,8.6000004,574,434.62167,1.6 MPI MT Entry,июнь 2015 - июнь 2016,Передний,Хэтчбек,1598,11.4,170,185,Россия,5,4483 x 1706 x 1461,2602,1150,7.8000002,4.5999999,"5,8",0,6,6,2015,2016,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4483,1706,1461,5.8,530,90,7.6479979,1,,1,6,75,25931,Rapid,Škoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,67.034897,8562.7041,0,0,.0061324732,.20098341,.79901659,-4.8697834,42.099998,3.2000003,37.299999,2711,200,2421,184.89999,12.2,166.89999,4445,318,3957,11895,1028,10337,-.00080897001,1,-4.3529463,-.34943974,23,.0061324732,434.62167,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5528388e-08,4.9305636e-06,-5.5965582e-08,0,1264.67,-830.04834,2.9098182,
Polo,Volkswagen,Volkswagen AG,2016,https://www.drom.ru/catalog/volkswagen/polo/94407/,8.3999996,664.9,503.4494,1.6 MPI MT Trendline,ноябрь 2015 -,Передний,Седан,1598,11.4,163,185,Россия,4,4390 x 1699 x 1465,2552,1159,7.8000002,4.5999999,"5,8",1,11,,2015,,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4390,1699,1465,5.8,460,90,7.4586101,5,1,1,12,92,47702,Polo,VW,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,67.034897,9918.7148,0,0,.011281139,.20098341,.79901659,-4.2602496,42.099998,3.2000003,37.299999,2711,200,2421,184.89999,12.2,166.89999,4445,325,3957,11895,1098,10337,-.00080897001,1,-4.4086261,-.40268093,24,.011281139,503.4494,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6961365e-08,-5.5965582e-08,9.0231506e-06,0,1264.67,-761.22064,2.5120103,
Патриот,УАЗ,УАЗ,2016,https://www.drom.ru/catalog/uaz/patriot/116359/,7.8000002,779,589.84375,2.7 MT Классик,март 2016 - декабрь 2016,Полный (4WD),SUV,2693,20,210,150,Россия,5,4750 x 1900 x 1910,2760,2125,,11.5,,0,3,12,2016,2016,0,1,1,0,0,0,1,0,0,1,2.7,1,1,4750,1900,1910,12.5,1200,135,9.0249996,1,1,1,10,125,19381,Patriot,UAZ,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,67.034897,11620.813,0,0,.004583451,.20098341,.79901659,-5.1609297,42.099998,0,39.399998,2711,0,2576,184.89999,0,172.39999,4445,0,4235,11895,0,10695,-.00080897001,1,-4.4785161,-.47497883,25,.004583451,589.84375,.0070578661,.0051860325,.021374144,.020731358,.0044940566,.0035665354,.0037342082,.0044278391,.0042298953,.010405883,.0069918851,.006753501,.0064500817,.013048207,.020746494,.0049620746,.0069389106,.0041511436,.0047163591,.0066366741,.0072373636,.0051458287,.0061324732,.011281139,.004583451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6908796e-06,1241.8317,-651.98792,2.1053569,
Niva,Chevrolet,General Motors,2017,https://www.drom.ru/catalog/chevrolet/niva/183498/,7.4000001,608,450.01544,1.7 MT L,апрель 2017 -,Полный (4WD),SUV,1690,19,200,140,Россия,5,4056 x 1800 x 1652,2450,1410,13.2,8.3999996,"10,2",0,4,,2017,,0,1,1,0,0,0,1,0,0,1,1.7,1,1,4056,1800,1652,10.2,320,80,7.3007998,1,1,1,9,7,31212,NIVA,Chevrolet,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,9235.1689,0,0,.0069838809,.2165558,.78344417,-4.7200952,41.200001,0,39.5,2715,0,2635,178.89999,-1.9073487e-07,168.7,4488,0,4288,11427,0,11107,-.00080897001,1,-4.3653994,-.36150652,1,.0069838809,450.01544,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,5.6102931e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.8335,-794.81805,2.7662017,
Creta,Hyundai,Hyundai Motor,2017,https://www.drom.ru/catalog/hyundai/creta/156605/,8.5,789.9,584.65009,1.6 MT Start,июль 2016 - июль 2017,Передний,SUV,1591,12.3,190,169,Россия,5,4270 x 1780 x 1630,2590,1345,9,5.8000002,"7,0",0,7,7,2016,2017,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4270,1780,1630,7,402,123,7.6005998,1,,1,7,14,55305,Creta,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,11998.125,0,0,.012374841,.2165558,.78344417,-4.1480346,41.200001,4.8000002,34.799999,2715,357,2235,178.89999,19.6,152.29999,4488,502,3796,11427,1471,9554,-.00080897001,1,-4.4743147,-.46711153,2,.012374841,584.65009,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,9.8869923e-06,-1.5369510e-07,-2.1658298e-07,-5.5128542e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.9034,-723.25336,2.2370706,
Solaris,Hyundai,Hyundai Motor,2017,https://www.drom.ru/catalog/hyundai/solaris/179144/,8.6000004,654.9,484.72885,1.4 MT Active,февраль 2017 -,Передний,Седан,1368,12.2,160,185,Россия,4,4405 x 1729 x 1470,2600,1211,7.1999998,4.8000002,"5,7",0,2,,2017,,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4405,1729,1470,5.7,480,100,7.6162448,2,,1,11,19,68614,Solaris,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,9947.5527,0,0,.015352814,.2165558,.78344417,-3.9324009,41.200001,5,34.799999,2715,380,2235,178.89999,20.9,152.29999,4488,532,3796,11427,1393,9554,-.00080897001,1,-4.3934817,-.38611078,3,.015352814,484.72885,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,-1.5369510e-07,.000012229284,-2.6870310e-07,-6.8395082e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.9036,-823.17468,2.6982169,
Rio,Kia,Hyundai Motor,2017,https://www.drom.ru/catalog/kia/rio/177507/,8.5,650.9,481.76819,1.4 MT Comfort,январь 2017 - сентябрь 2017,Передний,Седан,1396,11.5,160,190,Россия,4,4377 x 1700 x 1470,2570,1119,7.5999999,4.9000001,"5,9",0,1,9,2017,2017,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4377,1700,1470,5.9,500,107,7.4408998,3,1,1,9,27,96689,Rio,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,9886.7949,0,0,.021634771,.2165558,.78344417,-3.5893981,41.200001,5,34.799999,2715,373,2235,178.89999,20.700001,152.29999,4488,532,3796,11427,1373,9554,-.00080897001,1,-4.3910866,-.38130417,4,.021634771,481.76819,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,-2.1658298e-07,-2.6870310e-07,.000017123231,-9.6380504e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.9036,-826.13538,2.7147985,
